,campany_name,rating,headquarter,headquarter.1,num_of_locations,pub_or_pri,how long since founded,employees,reviews,salaries,jobs,interviews,Country,continent,latitude,longitude
4275,MyGlamm ,3.7,Mumbai + 16 more,Mumbai,16,,7,501-1k Employees (India),60000,390000,47,4,India,Asia,20.593684,78.96288
4276,Mars ,4.2,McLean + 15 more,McLean,15,Private,131,501-1k Employees (India),333000,239000,5,3,United States of America,Americas,,
4277,Stallion Group  ,3.6,Lagos + 9 more,Lagos,9,Private,53,5k-10k Employees (Global),75000,165000,0,0,Nigeria,Africa,9.081999,8.675277
4278,Jekson Vision ,4.0,"Ahmedabad,Gujarat + 1 more",Ahmedabad,2,Private,21,201-500 Employees (India),59000,477000,3,4,India,Asia,20.593684,78.96288
4279,Funskool India ,4.1,Chennai + 9 more,Chennai,9,Private,34,201-500 Employees (India),59000,423000,0,3,India,Asia,20.593684,78.96288
4280,Firestar Diamond ,4.1,"Mumbai,Maharashtra + 4 more",Mumbai,5,Private,23,1k-5k Employees (Global),59000,48000,0,0,India,Asia,20.593684,78.96288
4281,Funfirst Global Skillers ,2.9,"Mumbai,Maharashtra + 14 more",Mumbai,15,Private,21,51-200 Employees (Global),59000,158000,14,1,India,Asia,20.593684,78.96288
4282,FEV ,3.5,Aachen + 2 more,Aachen,2,Private,44,201-500 Employees (India),59000,632000,0,2,Germany,Europe,51.165691,10.451526
4283,OCS Services ,4.3,Dubai + 8 more,Dubai,8,Private,38,51-200 Employees (India),59000,303000,1,2,United Arab Emirates,Asia,23.424076,53.847818
4284,Shah Alloys ,3.6,Ahmedabad + 4 more,Ahmedabad,4,Public,32,1k-5k Employees (India),59000,301000,0,2,India,Asia,20.593684,78.96288
4285,The Kothari Wheels ,4.1,Pune + 1 more,Pune,1,,16,201-500 Employees (India),59000,211000,1,1,India,Asia,20.593684,78.96288
4286,Ecolog International ,4.7,Düsseldorf + 1 more,Düsseldorf,1,Private,19,10k-50k Employees (Global),59000,34000,0,0,Germany,Europe,51.165691,10.451526
4287,Willis Processing Services ,3.9,"Mumbai,Maharashtra + 2 more",Mumbai,3,Private,30,11-50 Employees (India),59000,339000,0,0,India,Asia,20.593684,78.96288
4288,Flytxt Mobile Solutions ,3.9,Nieuwegein + 4 more,Nieuwegein,4,Private,14,201-500 Employees (India),59000,310000,3,2,Netherlands,Europe,52.132633,5.291266
4289,Agriculture Insurance Company of India ,4.3,"Delhi,NCT + 28 more",Delhi,29,Government,20,201-500 Employees (India),59000,194000,0,1,India,Asia,20.593684,78.96288
4290,Oremus Corporate Services ,3.5,Hyderabad,Hyderabad,1,Private,20,51-200 Employees (India),59000,346000,9,3,India,Asia,20.593684,78.96288
4291,TUV Rheinland Group ,4.1,Cologne + 19 more,Cologne,19,,150,10k-50k Employees (Global),59000,396000,0,1,Germany,Europe,51.165691,10.451526
4292,Hpcl Biofuels ,4.2,Patna + 10 more,Patna,10,,13,51-200 Employees (India),59000,163000,0,2,India,Asia,20.593684,78.96288
4293,Suguna Poultry Farm ,4.5,Coimbatore + 23 more,Coimbatore,23,,38,,59000,186000,0,3,India,Asia,20.593684,78.96288
4294,Hindustan Dorr Oliver ,2.9,"Mumbai,Maharashtra + 5 more",Mumbai,6,Private,48,10k-50k Employees (India),59000,156000,0,0,India,Asia,20.593684,78.96288
4295,White Crow Research ,3.6,Mumbai + 1 more,Mumbai,1,Private,11,501-1k Employees (India),59000,338000,6,0,India,Asia,20.593684,78.96288
4296,SCON Projects ,4.4,Pune + 1 more,Pune,1,Private,15,51-200 Employees (India),59000,251000,0,2,India,Asia,20.593684,78.96288
4297,Cambridge University Press ,4.0,Cambridge + 11 more,Cambridge,11,Private,488,51-200 Employees (India),59000,303000,14,0,Canada,Americas,56.130366,-106.346771
4298,Pradot Technologies ,4.1,"Indianapolis,Indiana + 2 more",Indianapolis,3,Private,23,501-1k Employees (India),59000,285000,0,1,United States of America,Americas,,
4299,Acuvate Software ,3.5,Slough + 2 more,Slough,2,Private,16,201-500 Employees (India),59000,512000,19,3,United Kingdom,Europe,55.378051,-3.435973
4300,Sekhani Industries ,3.2,Ahmedabad + 14 more,Ahmedabad,14,,52,51-200 Employees (India),59000,222000,0,2,India,Asia,20.593684,78.96288
4301,Encore Healthcare ,4.3,Mumbai + 8 more,Mumbai,8,Private,20,51-200 Employees (India),59000,178000,0,0,India,Asia,20.593684,78.96288
4302,Saffron Lifestyle Traders ,4.3,Ahmedabad + 10 more,Ahmedabad,10,Private,25,51-200 Employees (India),59000,175000,1,2,India,Asia,20.593684,78.96288
4303,THE Gate Academy ,3.7,"Bangalore,Karnataka + 12 more",Bangalore,13,Private,13,1k-5k Employees (India),59000,217000,22,2,India,Asia,20.593684,78.96288
4304,Comcast ,4.2,"Chennai,Tamil Nadu + 1 more",Chennai,2,Private,2022,1k-5k Employees (India),59000,866000,8,10,India,Asia,20.593684,78.96288
4305,Shotformats Digital Production ,1.9,"Mumbai,Maharashtra + 6 more",Mumbai,7,Private,15,201-500 Employees (India),59000,158000,8,0,India,Asia,20.593684,78.96288
4306,Credit Analysis & Research ,3.0,"Mumbai,Maharashtra + 9 more",Mumbai,10,Private,29,501-1k Employees (India),59000,428000,4,1,India,Asia,20.593684,78.96288
4307,Idexcel Technologies ,3.8,"Herndon,Virginia + 3 more",Herndon,4,Private,24,51-200 Employees (India),59000,590000,35,2,United States of America,Americas,,
4308,Tufropes ,4.0,"Mumbai,Maharashtra + 6 more",Mumbai,7,Private,29,1k-5k Employees (India),59000,186000,1,2,India,Asia,20.593684,78.96288
4309,Oriental Rubber Industries ,4.2,Pune + 1 more,Pune,1,,73,201-500 Employees (India),59000,379000,0,3,India,Asia,20.593684,78.96288
4310,BD ,4.4,"Franklin Lakes,New Jersey + 10 more",Franklin Lakes,11,Private,125,501-1k Employees (India),59000,378000,2,0,United States of America,Americas,,
4311,Vector India ,4.5,"Tucson,Arizona + 2 more",Tucson,3,Private,13,1k-5k Employees (India),59000,168000,7,1,United States of America,Americas,,
4312,Metro One Operation ,4.3,Mumbai,Mumbai,1,Private,16,51-200 Employees (India),59000,66000,0,0,India,Asia,20.593684,78.96288
4313,Omnex ,4.2,"Ann Arbor,Michigan + 5 more",Ann Arbor,6,Private,26,201-500 Employees (India),59000,444000,6,1,United States of America,Americas,,
4314,Verticurl ,4.2,Singapore + 2 more,Singapore,2,Private,16,501-1k Employees (India),59000,859000,8,2,Singapore,Asia,1.352083,103.819836
4315,Shine ,3.6,Gurgaon + 15 more,Gurgaon,15,Private,14,11-50 Employees (India),59000,265000,3,4,India,Asia,20.593684,78.96288
4316,Ekeeda ,4.9,"Mumbai,Maharashtra + 3 more",Mumbai,4,Private,6,51-200 Employees (India),59000,49000,4,0,India,Asia,20.593684,78.96288
4317,Ashima Group ,4.0,"Ahmedabad,Gujarat + 2 more",Ahmedabad,3,Public,40,501-1k Employees (India),59000,201000,2,4,India,Asia,20.593684,78.96288
4318,Jai Kisan ,4.0,"Mumbai,Maharashtra + 7 more",Mumbai,8,,5,51-200 Employees (India),59000,189000,15,4,India,Asia,20.593684,78.96288
4319,S & T Engineers (p) ,3.9,"Coimbatore,Tamil Nadu + 10 more",Coimbatore,11,Private,26,501-1k Employees (India),59000,304000,0,1,India,Asia,20.593684,78.96288
4320,FiberHome ,3.9,Wuhan + 8 more,Wuhan,8,Private,23,51-200 Employees (India),59000,312000,0,0,China,Asia,35.86166,104.195397
4321,Associated Power Structures ,4.1,Vadodara + 11 more,Vadodara,11,,26,501-1k Employees (India),59000,284000,0,1,India,Asia,20.593684,78.96288
4322,Harsha Abakus Solar ,4.5,Ahmedabad + 5 more,Ahmedabad,5,,12,51-200 Employees (India),59000,188000,0,0,India,Asia,20.593684,78.96288
4323,Derewala Jewellery Industries ,3.7,Jaipur,Jaipur,1,Private,35,201-500 Employees (India),59000,281000,3,3,India,Asia,20.593684,78.96288
4324,Oriental Consultants ,4.2,"Lucknow,Uttar Pradesh + 13 more",Lucknow,14,Private,25,51-200 Employees (India),58000,271000,0,2,India,Asia,20.593684,78.96288
4325,Epic Research ,3.6,"Indore,Madhya Pradesh",Indore,#VALUE!,Private,11,51-200 Employees (India),58000,148000,0,3,India,Asia,20.593684,78.96288
4326,Ravindu Toyota ,3.6,Bangalore + 1 more,Bangalore,1,Private,25,501-1k Employees (India),58000,140000,0,1,India,Asia,20.593684,78.96288
4327,Solverminds Solutions and Technologies ,3.4,"Chennai,Tamil Nadu",Chennai,#VALUE!,Private,19,501-1k Employees (India),58000,685000,9,3,India,Asia,20.593684,78.96288
4328,Mahindra Aerospace ,3.8,"Bangalore,Karnataka + 6 more",Bangalore,7,Private,12,201-500 Employees (India),58000,325000,0,0,India,Asia,20.593684,78.96288
4329,XL India Business Services ,3.8,"Hamilton,Hamilton + 3 more",Hamilton,4,Private,19,1k-5k Employees (India),58000,286000,1,1,Bermuda,Americas,32.321384,-64.75737
4330,ERA's Lucknow Medical College & Hospital ,3.8,Lucknow,Lucknow,1,Private,21,201-500 Employees (India),58000,290000,0,3,India,Asia,20.593684,78.96288
4331,Margdarshak Financial Services ,3.5,Lucknow + 20 more,Lucknow,20,Private,15,51-200 Employees (India),58000,215000,0,2,India,Asia,20.593684,78.96288
4332,S.L. Raheja Hospital ,3.7,Mumbai,Mumbai,1,,41,201-500 Employees (India),58000,198000,0,0,India,Asia,20.593684,78.96288
4333,Nutricia ,4.2,Utrecht + 18 more,Utrecht,18,Private,126,5k-10k Employees (Global),58000,153000,0,0,Netherlands,Europe,52.132633,5.291266
4334,Keya Foods International ,4.3,"Mumbai,Maharashtra + 15 more",Mumbai,16,Private,13,201-500 Employees (India),58000,204000,18,0,India,Asia,20.593684,78.96288
4335,Automag India Pvt Ltd Pune ,4.0,Pune + 4 more,Pune,4,Private,37,201-500 Employees (India),58000,244000,0,0,India,Asia,20.593684,78.96288
4336,Itmantra Techintellect ,3.1,"Mumbai,Maharashtra + 20 more",Mumbai,21,Private,22,51-200 Employees (Global),58000,161000,14,2,India,Asia,20.593684,78.96288
4337,Pran Beverages India ,3.7,Dhaka + 16 more,Dhaka,16,Private,41,1k-5k Employees (India),58000,239000,0,3,Bangladesh,Asia,23.684994,90.356331
4338,Vestian Global Workplace Services ,3.1,Chicago + 5 more,Chicago,5,Private,12,51-200 Employees (India),58000,362000,0,0,United States of America,Americas,,
4339,Emeritus Institute of Management ,4.3,"Singapore,Singapore + 1 more",Singapore,2,Private,7,11-50 Employees (India),58000,383000,48,7,Singapore,Asia,1.352083,103.819836
4340,GraphX Solution ,3.5,Bengaluru,Bengaluru,1,,23,51-200 Employees (India),58000,256000,4,1,India,Asia,20.593684,78.96288
4341,Rama group ,4.1,"Pune,Maharashtra + 17 more",Pune,18,Private,32,201-500 Employees (Global),58000,353000,9,2,India,Asia,20.593684,78.96288
4342,Ashtech  INDIA ,3.9,Mumbai + 8 more,Mumbai,8,Private,28,51-200 Employees (India),58000,216000,0,1,India,Asia,20.593684,78.96288
4343,Techno Kart India ,3.4,Mumbai + 17 more,Mumbai,17,Private,19,10k-50k Employees (India),58000,95000,0,0,India,Asia,20.593684,78.96288
4344,Skylark Infra Engineering ,3.9,Gurgaon + 9 more,Gurgaon,9,Private,22,201-500 Employees (India),58000,237000,3,1,India,Asia,20.593684,78.96288
4345,Krishna Ishizaki Auto ,4.1,Gurgaon + 4 more,Gurgaon,4,Private,13,51-200 Employees (India),58000,283000,1,0,India,Asia,20.593684,78.96288
4346,Lynk ,3.6,"Chennai,Tamil Nadu + 7 more",Chennai,8,Private,7,51-200 Employees (India),58000,525000,12,3,India,Asia,20.593684,78.96288
4347,Medgulf Construction Company ,4.1,Doha + 4 more,Doha,4,,47,1k-5k Employees (Global),58000,152000,0,1,Qatar,Asia,25.354826,51.183884
4348,Pyramid E Services ,3.0,"New Delhi,Delhi + 10 more",New Delhi,11,Private,17,11-50 Employees (India),58000,147000,3,2,India,Asia,20.593684,78.96288
4349,Run Service Infocare ,4.2,Chennai + 11 more,Chennai,11,Private,15,51-200 Employees (Global),58000,226000,0,0,India,Asia,20.593684,78.96288
4350,AbsolutData ,3.5,Alameda + 4 more,Alameda,4,Private,21,201-500 Employees (India),58000,507000,29,5,United States of America,Americas,,
4351,Atom Technologies ,4.2,"Mumbai,Maharashtra + 9 more",Mumbai,10,Public,16,501-1k Employees (India),58000,341000,52,2,India,Asia,20.593684,78.96288
4352,DDF Consultants ,4.0,"New Delhi,Delhi + 12 more",New Delhi,13,Private,14,201-500 Employees (India),58000,302000,2,3,India,Asia,20.593684,78.96288
4353,KSB Tech ,4.2,Pune + 3 more,Pune,3,Private,17,1k-5k Employees (Global),58000,236000,0,0,India,Asia,20.593684,78.96288
4354,Schiller Healthcare India ,3.4,"Mumbai,Maharashtra + 16 more",Mumbai,17,Private,25,201-500 Employees (India),58000,293000,0,3,India,Asia,20.593684,78.96288
4355,Sahara Hospital ,4.3,"Lucknow,Uttar Pradesh + 6 more",Lucknow,7,Private,13,501-1k Employees (India),58000,164000,0,2,India,Asia,20.593684,78.96288
4356,Paras Spices ,3.3,Gurgaon + 3 more,Gurgaon,3,,40,51-200 Employees (India),58000,363000,0,1,India,Asia,20.593684,78.96288
4357,Rij Engineering ,3.6,Pune,Pune,1,Private,31,51-200 Employees (India),58000,202000,0,3,India,Asia,20.593684,78.96288
4358,Bhagwan Mahaveer Cancer Hospital & Research Centre ,4.3,Jaipur + 1 more,Jaipur,1,,25,201-500 Employees (India),58000,137000,4,2,India,Asia,20.593684,78.96288
4359,Itron ,3.7,Liberty Lake + 7 more,Liberty,7,Private,45,501-1k Employees (India),58000,763000,15,5,United States of America,Americas,,
4360,Simplex Castings ,3.6,Mumbai + 4 more,Mumbai,4,Public,52,1k-5k Employees (India),58000,175000,0,0,India,Asia,20.593684,78.96288
4361,Ford Technology Services India ,4.1,"Dearborn,Michigan + 2 more",Dearborn,3,Private,27,201-500 Employees (India),58000,620000,0,0,United States of America,Americas,,
4362,Xoxoday ,4.5,"Bangalore,Karnataka + 3 more",Bangalore,4,Private,10,51-200 Employees (India),58000,255000,68,1,India,Asia,20.593684,78.96288
4363,Andhra Petrochemicals ,4.6,Tanuku + 1 more,Tanuku,1,Public,38,501-1k Employees (India),58000,220000,0,1,India,Asia,20.593684,78.96288
4364,Ducima Analytics ,4.9,"Chennai,Tamil Nadu + 1 more",Chennai,2,Private,6,11-50 Employees (India),58000,44000,4,0,India,Asia,20.593684,78.96288
4365,Auditime Information Systems ,3.6,Mumbai + 2 more,Mumbai,2,Private,23,201-500 Employees (Global),58000,304000,0,1,India,Asia,20.593684,78.96288
4366,Kerakoll ,4.7,Sassuolo + 19 more,Sassuolo,19,Private,54,51-200 Employees (India),58000,208000,0,1,Italy,Europe,41.87194,12.56738
4367,Destimoney Securities ,2.9,"Mumbai,Maharashtra + 20 more",Mumbai,21,Private,16,501-1k Employees (India),58000,186000,10,0,India,Asia,20.593684,78.96288
4368,Schenck Rotec ,4.5,Darmstadt + 7 more,Darmstadt,7,Private,27,51-200 Employees (India),58000,215000,9,1,Germany,Europe,51.165691,10.451526
4369,A-i Enterprises ,3.9,Chennai + 13 more,Chennai,13,Private,22,51-200 Employees (India),58000,254000,8,3,India,Asia,20.593684,78.96288
4370,Spl Infrastructure ,4.3,Chennai + 4 more,Chennai,4,Private,45,501-1k Employees (India),58000,385000,0,1,India,Asia,20.593684,78.96288
4371,Daramic Battery Separator India ,3.5,Charlotte + 4 more,Charlotte,4,,92,51-200 Employees (India),58000,349000,0,9,United States of America,Americas,,
4372,Drip Capital ,4.7,"Palo Alto,California + 2 more",Palo Alto,3,Private,8,201-500 Employees (India),58000,199000,49,5,Mexico,Americas,23.634501,-102.552784
4373,Springworks ,4.7,"Santa Monica,CA + 4 more",Santa Monica,5,,8,201-500 Employees (India),58000,67000,36,8,United States of America,Americas,,
4374,BeatO ,3.7,"Delhi,NCT + 2 more",Delhi,3,Private,7,201-500 Employees (India),58000,100000,32,1,India,Asia,20.593684,78.96288
4375,TSMT Technology India ,3.0,Taoyuan,Taoyuan,1,,25,201-500 Employees (Global),58000,367000,0,1,China,Asia,35.86166,104.195397
4376,Spaco Technologies ,3.9,Pune + 1 more,Pune,1,Private,51,51-200 Employees (India),58000,296000,0,3,India,Asia,20.593684,78.96288
4377,EDUGORILLA COMMUNITY ,4.3,"Lucknow,Uttar Pradesh",Lucknow,#VALUE!,,6,51-200 Employees (India),58000,94000,5,2,India,Asia,20.593684,78.96288
4378,Entero Healthcare Solutions ,4.1,"Mumbai,Maharashtra + 10 more",Mumbai,11,,4,1k-5k Employees (India),58000,384000,4,2,India,Asia,20.593684,78.96288
4379,H & R Johnson (India) - A Division of Prism Johnson Limited (Formerly Prism Cement Limited) ,3.7,Mumbai + 30 more,Mumbai,30,Public,64,5k-10k Employees (Global),58000,209000,0,0,India,Asia,20.593684,78.96288
4380,Avance Consulting Services ,4.0,"Somerset,NJ + 1 more",Somerset,2,Private,15,51-200 Employees (India),58000,571000,49,2,United States of America,Americas,,
4381,Hansa Cequity ,3.4,"Bangalore,Karnataka + 2 more",Bangalore,3,Private,14,201-500 Employees (India),135000,432000,9,2,India,Asia,20.593684,78.96288
4382,eBay ,4.2,"San Jose,California + 12 more",San Jose,13,Private,27,1k-5k Employees (India),59000,390000,8,11,United States of America,Americas,,
4383,REVA University ,4.0,Bengaluru,Bengaluru,1,Private,18,1k-5k Employees (India),57000,351000,31,4,India,Asia,20.593684,78.96288
4384,Primetals Technologies ,4.5,London + 3 more,London,3,Private,7,201-500 Employees (India),57000,320000,0,1,United Kingdom,Europe,55.378051,-3.435973
4385,Viswaat Chemicals ,3.7,"Mumbai,Maharashtra + 6 more",Mumbai,7,Public,24,201-500 Employees (India),57000,327000,0,1,India,Asia,20.593684,78.96288
4386,Alp Overseas ,4.3,Gurgaon + 3 more,Gurgaon,3,,38,201-500 Employees (India),57000,336000,0,3,India,Asia,20.593684,78.96288
4387,Sila Solutions ,4.1,Mumbai + 7 more,Mumbai,7,Private,12,5k-10k Employees (India),57000,394000,2,2,India,Asia,20.593684,78.96288
4388,Inamdar Multispeciality Hospital ,4.2,"Pune,Maharashtra",Pune,#VALUE!,Private,12,51-200 Employees (India),57000,151000,0,1,India,Asia,20.593684,78.96288
4389,Advocate ,4.2,Atlanta + 25 more,Atlanta,25,Private,21,1 Lakh+ Employees (India),57000,602000,0,2,United States of America,Americas,,
4390,IonIdea Interactive ,4.0,Fairfax + 4 more,Fairfax,4,Private,31,501-1k Employees (India),57000,374000,1,4,United States of America,Americas,,
4391,Bhailal Amin General Hospital ,4.3,"Vadodara,Gujarat",Vadodara,#VALUE!,Public,58,201-500 Employees (India),57000,173000,0,0,India,Asia,20.593684,78.96288
4392,GE Money ,4.5,Norwalk + 14 more,Norwalk,14,Public,90,1k-5k Employees (India),57000,199000,0,0,United States of America,Americas,,
4393,Cades Studec Technologies ,3.9,Bengaluru,Bengaluru,1,Private,16,51-200 Employees (India),57000,325000,0,1,India,Asia,20.593684,78.96288
4394,4I Apps Solutions ,4.4,"Chennai,Tamil Nadu",Chennai,#VALUE!,Private,14,201-500 Employees (India),57000,497000,22,3,India,Asia,20.593684,78.96288
4395,AFour Technologies ,3.9,Pune,Pune,1,Private,15,201-500 Employees (India),57000,558000,20,6,India,Asia,20.593684,78.96288
4396,Kabra Extrusion Technik ,3.7,"Mumbai,Maharashtra + 5 more",Mumbai,6,Public,60,501-1k Employees (India),57000,307000,0,6,India,Asia,20.593684,78.96288
4397,Pravin Masalewale ,4.4,Pune + 12 more,Pune,12,Private,60,501-1k Employees (India),57000,223000,0,1,India,Asia,20.593684,78.96288
4398,Openview Technologies ,3.3,"Pune,Maharashtra + 6 more",Pune,7,Private,26,51-200 Employees (India),57000,414000,3,0,India,Asia,20.593684,78.96288
4399,C-Square Info Solutions ,3.8,"Bangalore,Karnataka + 6 more",Bangalore,7,Private,20,51-200 Employees (India),57000,381000,0,1,India,Asia,20.593684,78.96288
4400,Goqii ,3.7,"Mumbai,Maharashtra + 8 more",Mumbai,9,Private,8,51-200 Employees (India),57000,199000,17,2,India,Asia,20.593684,78.96288
4401,McGraw-Hill Education ,3.5,"New York,New York + 12 more",New York,13,Private,3,201-500 Employees (India),57000,330000,22,1,United States of America,Americas,,
4402,codeMantra ,3.6,"Burlington,Massachusetts",Burlington,#VALUE!,Private,18,201-500 Employees (India),57000,489000,5,2,Canada,Americas,56.130366,-106.346771
4403,PubMatic ,4.3,"Redwood City,California",Redwood City,#VALUE!,Private,16,201-500 Employees (India),57000,488000,16,6,United States of America,Americas,,
4404,Kovair Software ,3.0,"San Ramon,California",San Ramon,#VALUE!,Private,22,51-200 Employees (India),57000,110000,9,0,United States of America,Americas,,
4405,De Lage Landen Financial Services ,4.4,Eindhoven + 18 more,Eindhoven,18,Private,53,201-500 Employees (India),57000,186000,0,0,Netherlands,Europe,52.132633,5.291266
4406,Shri Ram Murti Smarak Institute of Medical Sciences ,4.0,Bareilly + 2 more,Bareilly,2,Private,32,501-1k Employees (Global),57000,114000,0,0,India,Asia,20.593684,78.96288
4407,Edocs Solutions ,2.5,"Mumbai,Maharashtra",Mumbai,#VALUE!,Public,6,51-200 Employees (India),57000,262000,0,3,India,Asia,20.593684,78.96288
4408,Apicore Pharmaceuticals ,4.3,Vadodara + 3 more,Vadodara,3,Private,16,51-200 Employees (India),57000,325000,0,1,India,Asia,20.593684,78.96288
4409,University of Mumbai ,3.7,Mumbai + 3 more,Mumbai,3,Private,165,1k-5k Employees (India),57000,319000,0,0,India,Asia,20.593684,78.96288
4410,Ubique Systems ,3.3,London + 7 more,London,7,Private,22,11-50 Employees (India),57000,337000,0,6,United Kingdom,Europe,55.378051,-3.435973
4411,ServiceNow ,4.0,Santa Clara + 5 more,Santa,5,Private,18,1k-5k Employees (India),57000,1200,13,16,Philippines,Asia,12.879721,121.774017
